PosX,PosY,PosZ,DirX,DirY,DirZ,LeftX,LeftY,LeftZ,RightX,RightY,RightZ
-411.399,-23.590,-159.514,0.191,0.001,0.982,-420.233,-22.787,-157.791,-402.566,-24.394,-161.236
-410.443,-23.583,-154.606,0.240,-0.002,0.971,-419.276,-22.781,-152.884,-401.609,-24.385,-156.328
-409.240,-23.592,-149.746,0.240,-0.001,0.971,-417.829,-22.814,-148.072,-400.652,-24.369,-151.421
-408.040,-23.598,-144.892,0.240,0.000,0.971,-416.776,-22.800,-142.731,-399.303,-24.395,-147.054
-406.839,-23.596,-140.039,0.240,0.001,0.971,-415.575,-22.800,-137.877,-398.102,-24.392,-142.200
-405.638,-23.591,-135.185,0.240,0.003,0.971,-414.375,-22.797,-133.024,-396.901,-24.385,-137.346
-404.437,-23.578,-130.331,0.336,-0.005,0.942,-413.174,-22.787,-128.170,-395.700,-24.369,-132.493
-402.751,-23.605,-125.598,0.240,0.005,0.971,-411.487,-22.816,-123.436,-394.014,-24.394,-127.759
-401.544,-23.579,-120.720,0.336,-0.003,0.942,-410.022,-22.791,-117.700,-393.066,-24.366,-123.740
-399.858,-23.592,-115.986,0.336,0.000,0.942,-408.594,-22.808,-113.825,-391.121,-24.376,-118.148
-398.180,-23.594,-111.276,0.336,0.000,0.942,-406.658,-22.811,-108.256,-389.702,-24.378,-114.296
-396.502,-23.592,-106.566,0.336,0.003,0.942,-404.980,-22.811,-103.546,-388.024,-24.373,-109.586
-394.824,-23.578,-101.856,0.428,-0.005,0.904,-403.302,-22.799,-98.836,-386.345,-24.356,-104.876
-392.674,-23.602,-97.314,0.382,0.003,0.924,-401.152,-22.826,-94.293,-384.196,-24.378,-100.334
-390.762,-23.589,-92.687,0.428,0.000,0.904,-398.672,-22.836,-88.945,-382.853,-24.342,-96.429
-388.621,-23.591,-88.162,0.428,0.003,0.904,-396.707,-22.841,-84.819,-380.535,-24.341,-91.504
-386.483,-23.578,-83.642,0.515,-0.005,0.857,-394.618,-22.809,-79.793,-378.347,-24.347,-87.491
-383.892,-23.602,-79.336,0.515,-0.001,0.857,-392.028,-22.835,-75.487,-375.757,-24.368,-83.186
-381.315,-23.605,-75.052,0.515,0.001,0.857,-389.027,-22.840,-70.412,-373.603,-24.370,-79.692
-378.737,-23.601,-70.768,0.515,0.005,0.857,-386.449,-22.838,-66.128,-371.025,-24.363,-75.407
-376.160,-23.576,-66.483,0.598,-0.002,0.801,-383.872,-22.818,-61.844,-368.448,-24.334,-71.122
-373.154,-23.586,-62.456,0.637,-0.001,0.770,-380.866,-22.830,-57.817,-365.442,-24.341,-67.096
-369.963,-23.590,-58.599,0.637,0.001,0.770,-376.975,-22.858,-53.365,-362.951,-24.323,-63.833
-366.776,-23.586,-54.747,0.711,-0.002,0.703,-373.710,-22.834,-49.009,-359.841,-24.338,-60.484
-363.203,-23.594,-51.213,0.711,0.000,0.703,-370.137,-22.849,-45.476,-356.269,-24.340,-56.950
-359.648,-23.594,-47.697,0.777,-0.002,0.629,-365.977,-22.848,-41.298,-353.319,-24.341,-54.095
-355.742,-23.603,-44.536,0.777,0.000,0.629,-362.071,-22.864,-38.137,-349.413,-24.343,-50.935
-351.855,-23.603,-41.391,0.808,0.003,0.589,-357.516,-22.863,-34.394,-346.194,-24.343,-48.388
-347.810,-23.587,-38.440,0.862,-0.003,0.506,-353.629,-22.834,-31.249,-341.992,-24.340,-45.631
-343.476,-23.601,-35.897,0.862,0.005,0.506,-348.781,-22.869,-28.627,-338.172,-24.334,-43.168
-339.164,-23.576,-33.367,0.909,0.000,0.418,-343.719,-22.848,-25.605,-334.609,-24.304,-41.129
-334.599,-23.578,-31.268,0.946,0.000,0.325,-339.154,-22.855,-23.505,-330.044,-24.300,-39.030
-329.847,-23.580,-29.633,0.973,-0.006,0.230,-333.607,-22.862,-21.456,-326.087,-24.298,-37.810
-324.956,-23.609,-28.480,0.338,0.925,-0.173,-327.884,-22.889,-19.969,-322.029,-24.329,-36.990
-319.114,-7.631,-31.468,0.753,0.019,0.657,-322.730,-7.717,-16.139,-315.498,-7.544,-46.797
-315.260,-7.533,-28.104,0.455,0.007,0.890,-308.315,-7.379,-14.528,-322.205,-7.688,-41.681
-312.808,-7.498,-23.310,0.009,0.002,1.000,-323.000,-7.718,-11.632,-302.617,-7.278,-34.989
-312.758,-7.489,-17.721,-0.041,0.002,0.999,-322.997,-7.719,-12.485,-302.519,-7.260,-22.956
-312.963,-7.481,-12.719,-0.140,-0.001,0.990,-322.712,-7.712,-12.630,-303.213,-7.250,-12.807
-313.667,-7.486,-7.743,-0.140,0.000,0.990,-323.159,-7.717,-8.132,-304.175,-7.254,-7.354
-314.368,-7.484,-2.793,-0.189,-0.001,0.982,-323.774,-7.721,-4.124,-304.961,-7.248,-1.461
-315.316,-7.488,2.123,-0.189,0.001,0.982,-324.970,-7.736,0.757,-305.662,-7.240,3.489
-316.263,-7.486,7.033,-0.238,-0.001,0.971,-325.591,-7.732,5.233,-306.935,-7.240,8.832
-317.456,-7.489,11.895,-0.286,0.000,0.958,-327.029,-7.746,10.048,-307.882,-7.231,13.741
-318.890,-7.489,16.691,-0.238,0.002,0.971,-328.359,-7.751,14.369,-309.420,-7.228,19.014
-320.082,-7.482,21.553,-0.380,0.000,0.925,-329.424,-7.748,18.761,-310.741,-7.215,24.346
-322.002,-7.483,26.231,-0.425,-0.001,0.905,-331.471,-7.750,23.908,-312.532,-7.215,28.553
-324.131,-7.487,30.761,-0.470,0.001,0.883,-333.151,-7.762,27.060,-315.111,-7.212,34.463
-326.485,-7.483,35.180,-0.514,0.000,0.858,-335.308,-7.761,31.032,-317.661,-7.204,39.328
-329.056,-7.481,39.476,-0.635,0.000,0.772,-337.661,-7.762,34.893,-320.450,-7.199,44.059
-332.267,-7.481,43.381,-0.673,0.000,0.740,-340.633,-7.765,38.373,-323.901,-7.197,48.388
-335.636,-7.480,47.084,-0.775,0.000,0.632,-343.167,-7.770,40.891,-328.105,-7.191,53.277
-339.556,-7.481,50.277,-0.806,0.000,0.592,-346.768,-7.772,43.716,-332.344,-7.190,56.839
-343.590,-7.480,53.242,-0.885,0.000,0.466,-349.748,-7.777,45.683,-337.431,-7.183,60.801
-348.063,-7.480,55.598,-0.907,0.000,0.421,-353.837,-7.779,47.742,-342.289,-7.182,63.455
-352.603,-7.480,57.708,-0.959,-0.001,0.282,-357.147,-7.784,49.081,-348.059,-7.176,66.334
-357.454,-7.484,59.134,-0.959,0.000,0.282,-361.561,-7.790,50.292,-353.346,-7.177,67.976
-362.251,-7.481,60.545,-0.991,-0.001,0.137,-364.931,-7.785,51.430,-359.570,-7.177,69.659
-367.259,-7.485,61.236,-0.991,0.000,0.137,-370.010,-7.798,51.882,-364.508,-7.172,70.590
-372.212,-7.485,61.919,-0.999,0.000,0.037,-373.511,-7.795,52.508,-370.914,-7.175,71.330
-377.233,-7.485,62.107,-0.999,0.001,0.037,-378.532,-7.797,52.696,-375.935,-7.173,71.518
-382.230,-7.483,62.294,-0.998,0.000,-0.062,-382.585,-7.799,52.801,-381.874,-7.167,71.787
-387.245,-7.483,61.982,-0.998,0.001,-0.062,-387.600,-7.800,52.488,-386.890,-7.165,71.475
-392.235,-7.480,61.671,-0.978,-0.002,-0.210,-391.644,-7.802,52.189,-392.826,-7.159,71.152
-397.179,-7.490,60.611,-0.994,0.002,-0.111,-396.573,-7.821,50.880,-397.786,-7.158,70.342
-402.173,-7.480,60.052,-0.966,-0.001,-0.257,-400.182,-7.807,50.763,-404.164,-7.153,69.341
-407.058,-7.484,58.750,-0.966,0.000,-0.257,-405.974,-7.820,49.061,-408.143,-7.148,68.440
-411.890,-7.486,57.463,-0.952,0.000,-0.305,-409.444,-7.819,48.283,-414.335,-7.154,66.643
-416.657,-7.485,55.934,-0.952,0.001,-0.305,-414.147,-7.828,46.513,-419.167,-7.141,65.356
-421.418,-7.482,54.408,-0.917,-0.001,-0.399,-418.517,-7.820,45.361,-424.319,-7.145,63.454
-426.027,-7.485,52.405,-0.917,0.000,-0.399,-423.125,-7.824,43.358,-428.928,-7.146,61.451
-430.612,-7.486,50.412,-0.896,0.000,-0.444,-426.825,-7.829,41.699,-434.399,-7.143,59.124
-435.098,-7.484,48.189,-0.896,0.001,-0.444,-431.212,-7.838,39.247,-438.984,-7.129,57.131
-439.578,-7.480,45.970,-0.847,-0.001,-0.531,-435.361,-7.828,37.457,-443.795,-7.132,54.482
-443.836,-7.484,43.302,-0.847,0.000,-0.531,-439.619,-7.834,34.789,-448.054,-7.134,51.814
-448.074,-7.486,40.647,-0.820,0.000,-0.573,-443.030,-7.839,32.597,-453.117,-7.132,48.698
-452.178,-7.485,37.781,-0.820,0.000,-0.573,-447.002,-7.850,29.518,-457.354,-7.120,46.043
-456.277,-7.484,34.918,-0.759,-0.001,-0.651,-450.838,-7.842,27.129,-461.717,-7.125,42.707
-460.090,-7.489,31.645,-0.790,0.001,-0.613,-454.651,-7.850,23.857,-465.530,-7.129,39.434
-464.047,-7.484,28.578,-0.725,-0.001,-0.688,-457.696,-7.858,21.180,-470.397,-7.111,35.977
-467.692,-7.488,25.120,-0.725,0.000,-0.688,-461.873,-7.853,17.611,-473.512,-7.122,32.629
-471.320,-7.490,21.679,-0.725,0.002,-0.688,-464.782,-7.859,14.787,-477.858,-7.121,28.571
-474.947,-7.481,18.238,-0.653,-0.002,-0.757,-468.409,-7.853,11.346,-481.485,-7.109,25.130
-478.230,-7.491,14.434,-0.653,0.000,-0.757,-471.692,-7.864,7.542,-484.769,-7.117,21.326
-481.497,-7.489,10.649,-0.653,0.001,-0.757,-474.306,-7.866,4.441,-488.689,-7.112,16.856
-484.764,-7.486,6.863,-0.615,0.001,-0.789,-477.572,-7.865,0.656,-491.956,-7.107,13.071
-487.842,-7.483,2.915,-0.615,0.001,-0.789,-480.461,-7.875,-3.455,-495.223,-7.092,9.285
-490.916,-7.479,-1.029,-0.533,-0.001,-0.846,-483.423,-7.863,-6.869,-498.408,-7.095,4.812
-493.595,-7.485,-5.280,-0.533,-0.001,-0.846,-486.102,-7.871,-11.120,-501.088,-7.098,0.561
-496.261,-7.489,-9.509,-0.533,0.001,-0.846,-488.224,-7.878,-14.575,-504.298,-7.099,-4.444
-498.927,-7.482,-13.739,-0.490,0.000,-0.872,-490.890,-7.874,-18.805,-506.964,-7.090,-8.674
-501.382,-7.484,-18.103,-0.490,0.001,-0.872,-493.133,-7.888,-23.301,-509.630,-7.080,-12.904
-503.833,-7.477,-22.460,-0.401,-0.002,-0.916,-495.553,-7.874,-27.118,-512.113,-7.079,-17.803
-505.849,-7.489,-27.063,-0.401,0.000,-0.916,-497.569,-7.887,-31.721,-514.128,-7.090,-22.406
-507.854,-7.490,-31.643,-0.401,0.000,-0.916,-499.152,-7.893,-35.454,-516.556,-7.088,-27.833
-509.859,-7.491,-36.224,-0.401,0.002,-0.916,-501.157,-7.896,-40.034,-518.562,-7.087,-32.413
-511.865,-7.483,-40.804,-0.355,0.000,-0.935,-503.162,-7.890,-44.614,-520.567,-7.076,-36.993
-513.641,-7.484,-45.484,-0.355,0.002,-0.935,-504.710,-7.903,-49.395,-522.573,-7.065,-41.574
-515.415,-7.476,-50.159,-0.260,-0.003,-0.966,-506.533,-7.888,-53.530,-524.297,-7.064,-46.788
-516.722,-7.489,-55.011,-0.260,-0.001,-0.966,-507.840,-7.902,-58.382,-525.604,-7.076,-51.640
-518.022,-7.493,-59.839,-0.355,0.004,-0.935,-508.848,-7.910,-62.309,-527.195,-7.077,-57.369
-519.804,-7.476,-64.537,-0.212,-0.002,-0.977,-510.631,-7.895,-67.007,-528.978,-7.057,-62.067
-520.877,-7.484,-69.478,-0.212,-0.001,-0.977,-511.761,-7.914,-72.937,-529.993,-7.054,-66.019
-521.938,-7.491,-74.364,-0.212,0.000,-0.977,-512.654,-7.914,-76.380,-531.222,-7.067,-72.348
-522.999,-7.491,-79.250,-0.212,0.000,-0.977,-513.715,-7.917,-81.266,-532.282,-7.065,-77.234
-524.059,-7.491,-84.136,-0.212,0.001,-0.977,-514.776,-7.919,-86.152,-533.343,-7.063,-82.121
-525.120,-7.485,-89.022,-0.212,0.001,-0.977,-515.836,-7.916,-91.037,-534.404,-7.055,-87.007
-526.180,-7.479,-93.909,-0.114,-0.002,-0.994,-516.896,-7.912,-95.924,-535.464,-7.047,-91.894
-526.752,-7.491,-98.901,-0.212,0.002,-0.977,-517.468,-7.926,-100.916,-536.036,-7.056,-96.886
-527.818,-7.479,-103.812,-0.114,-0.002,-0.994,-518.379,-7.916,-104.893,-537.256,-7.041,-102.731
-528.389,-7.487,-108.804,-0.114,-0.001,-0.994,-519.105,-7.926,-110.819,-537.673,-7.048,-106.789
-528.958,-7.494,-113.771,-0.212,0.004,-0.977,-519.520,-7.936,-114.852,-538.396,-7.051,-112.690
-530.023,-7.474,-118.682,-0.114,-0.001,-0.994,-520.585,-7.919,-119.762,-539.462,-7.029,-117.601
-530.595,-7.478,-123.674,-0.114,0.000,-0.994,-521.311,-7.923,-125.688,-539.879,-7.032,-121.660
-531.164,-7.478,-128.642,-0.114,0.000,-0.994,-521.725,-7.928,-129.722,-540.602,-7.028,-127.561
-531.732,-7.479,-133.609,-0.114,0.000,-0.994,-522.294,-7.931,-134.690,-541.171,-7.027,-132.529
-532.301,-7.477,-138.577,-0.114,0.000,-0.994,-522.863,-7.931,-139.657,-541.739,-7.022,-137.496
-532.869,-7.475,-143.544,-0.014,-0.004,-1.000,-523.431,-7.932,-144.625,-542.308,-7.017,-142.464
-532.941,-7.495,-148.569,-0.114,0.001,-0.994,-523.503,-7.955,-149.649,-542.380,-7.035,-147.488
-533.513,-7.490,-153.561,-0.114,0.001,-0.994,-524.013,-7.951,-153.696,-543.012,-7.030,-153.425
-534.081,-7.485,-158.528,-0.114,0.001,-0.994,-524.642,-7.950,-159.608,-543.519,-7.020,-157.448
-534.649,-7.479,-163.496,-0.064,-0.001,-0.998,-525.211,-7.947,-164.576,-544.088,-7.012,-162.416
-534.969,-7.485,-168.492,-0.064,-0.001,-0.998,-525.779,-7.942,-169.543,-544.159,-7.027,-167.440
-535.289,-7.489,-173.481,-0.064,-0.001,-0.998,-525.808,-7.962,-174.088,-544.769,-7.016,-172.875
-535.608,-7.493,-178.471,-0.114,0.002,-0.994,-526.127,-7.969,-179.078,-545.089,-7.017,-177.864
-536.177,-7.484,-183.445,-0.064,-0.001,-0.998,-526.946,-7.950,-184.036,-545.408,-7.018,-182.854
-536.497,-7.487,-188.441,-0.064,0.000,-0.998,-527.307,-7.955,-189.492,-545.687,-7.018,-187.390
-536.816,-7.488,-193.431,-0.064,0.000,-0.998,-527.336,-7.973,-194.037,-546.297,-7.004,-192.824
-537.136,-7.489,-198.420,-0.064,0.000,-0.998,-527.655,-7.976,-199.027,-546.616,-7.002,-197.813
-537.455,-7.490,-203.410,-0.064,0.000,-0.998,-527.974,-7.980,-204.017,-546.936,-7.001,-202.803
-537.774,-7.490,-208.400,-0.064,0.000,-0.998,-528.294,-7.983,-209.007,-547.255,-6.998,-207.793
-538.094,-7.490,-213.389,-0.064,0.000,-0.998,-528.613,-7.985,-213.996,-547.574,-6.995,-212.783
-538.413,-7.490,-218.379,-0.064,0.000,-0.998,-528.932,-7.988,-218.986,-547.893,-6.992,-217.773
-538.732,-7.490,-223.369,-0.064,0.000,-0.998,-529.251,-7.990,-223.975,-548.212,-6.989,-222.763
-539.051,-7.489,-228.359,-0.064,0.000,-0.998,-529.570,-7.992,-228.965,-548.531,-6.986,-227.752
-539.370,-7.489,-233.348,-0.014,-0.003,-1.000,-529.889,-7.995,-233.954,-548.850,-6.984,-232.742
-539.439,-7.503,-238.354,-0.064,0.000,-0.998,-530.208,-7.998,-238.944,-548.670,-7.008,-237.764
-539.758,-7.504,-243.350,-0.014,-0.003,-1.000,-530.509,-8.000,-243.478,-549.007,-7.007,-243.222
-539.828,-7.519,-248.356,-0.064,0.000,-0.998,-530.596,-8.019,-248.945,-549.059,-7.020,-247.766
-540.147,-7.521,-253.352,-0.014,-0.004,-1.000,-530.898,-8.022,-253.480,-549.396,-7.020,-253.224
-540.216,-7.539,-258.357,-0.064,-0.001,-0.998,-530.985,-8.044,-258.947,-549.447,-7.035,-257.768
-540.535,-7.544,-263.353,-0.014,-0.004,-1.000,-531.286,-8.049,-263.481,-549.784,-7.038,-263.225
-540.604,-7.565,-268.359,-0.014,-0.004,-1.000,-531.373,-8.074,-268.949,-549.836,-7.055,-267.769
-540.674,-7.586,-273.358,-0.064,-0.002,-0.998,-531.175,-8.110,-273.490,-550.173,-7.061,-273.227
-540.993,-7.597,-278.354,-0.014,-0.005,-1.000,-531.744,-8.109,-278.482,-550.242,-7.084,-278.226
-541.062,-7.622,-283.360,-0.014,-0.006,-1.000,-531.831,-8.139,-283.950,-550.293,-7.105,-282.770
-541.131,-7.651,-288.359,-0.014,-0.006,-1.000,-531.632,-8.182,-288.491,-550.630,-7.120,-288.228
-541.200,-7.680,-293.359,-0.064,-0.004,-0.998,-531.701,-8.214,-293.490,-550.699,-7.147,-293.227
-541.520,-7.701,-298.354,-0.014,-0.007,-1.000,-532.270,-8.222,-298.482,-550.769,-7.179,-298.226
-541.589,-7.736,-303.360,-0.014,-0.008,-1.000,-532.358,-8.263,-303.950,-550.820,-7.208,-302.770
-541.658,-7.775,-308.359,-0.014,-0.008,-1.000,-532.159,-8.316,-308.491,-551.157,-7.234,-308.228
-541.727,-7.815,-313.358,0.036,-0.012,-0.999,-532.228,-8.359,-313.490,-551.226,-7.272,-313.227
-541.546,-7.876,-318.361,-0.014,-0.009,-1.000,-532.297,-8.407,-318.489,-550.796,-7.345,-318.233
-541.616,-7.923,-323.366,-0.014,-0.011,-1.000,-532.372,-8.451,-323.032,-550.859,-7.394,-323.701
-541.684,-7.976,-328.366,0.036,-0.014,-0.999,-532.185,-8.527,-328.497,-551.184,-7.425,-328.234
-541.503,-8.044,-333.368,-0.014,-0.012,-1.000,-532.254,-8.583,-333.496,-550.752,-7.505,-333.241
-541.572,-8.104,-338.373,0.036,-0.015,-0.999,-532.328,-8.640,-338.039,-550.816,-7.569,-338.708
-541.391,-8.181,-343.376,0.036,-0.016,-0.999,-532.142,-8.726,-343.503,-550.640,-7.636,-343.249
-541.210,-8.263,-348.372,-0.014,-0.014,-1.000,-531.716,-8.818,-348.028,-550.704,-7.708,-348.716
-541.279,-8.332,-353.377,0.086,-0.021,-0.996,-532.035,-8.875,-353.042,-550.523,-7.789,-353.712
-540.848,-8.439,-358.383,0.036,-0.018,-0.999,-531.349,-9.007,-358.514,-550.347,-7.871,-358.252
-540.668,-8.531,-363.385,0.086,-0.023,-0.996,-531.452,-9.070,-362.591,-549.884,-7.993,-364.178
-540.239,-8.646,-368.371,0.036,-0.020,-0.999,-530.995,-9.197,-368.039,-549.483,-8.095,-368.704
-540.059,-8.747,-373.373,0.086,-0.025,-0.996,-530.843,-9.291,-372.579,-549.275,-8.203,-374.167
-539.629,-8.872,-378.360,0.086,-0.025,-0.996,-530.385,-9.429,-378.027,-548.873,-8.314,-378.692
-539.200,-8.997,-383.339,0.136,-0.030,-0.990,-529.735,-9.562,-382.524,-548.665,-8.432,-384.155
-538.521,-9.145,-388.298,0.086,-0.027,-0.996,-529.305,-9.698,-387.503,-547.737,-8.592,-389.092
-538.091,-9.280,-393.283,0.136,-0.031,-0.990,-528.927,-9.822,-392.029,-547.256,-8.737,-394.537
-537.413,-9.437,-398.241,0.136,-0.032,-0.990,-528.197,-9.996,-397.447,-546.629,-8.878,-399.036
-536.735,-9.595,-403.193,0.185,-0.036,-0.982,-527.323,-10.159,-401.905,-546.148,-9.031,-404.481
-535.810,-9.776,-408.110,0.185,-0.037,-0.982,-526.645,-10.328,-406.856,-544.975,-9.224,-409.364
-534.886,-9.959,-413.020,0.185,-0.038,-0.982,-525.550,-10.513,-411.263,-544.222,-9.405,-414.777
-533.962,-10.148,-417.931,0.234,-0.041,-0.971,-524.626,-10.705,-416.174,-543.298,-9.591,-419.687
-532.792,-10.354,-422.794,0.234,-0.042,-0.971,-523.702,-10.901,-421.084,-541.883,-9.808,-424.505
-531.624,-10.566,-427.652,0.282,-0.046,-0.958,-522.387,-11.111,-425.430,-540.860,-10.021,-429.873
-530.212,-10.795,-432.450,0.282,-0.047,-0.958,-521.219,-11.329,-430.287,-539.206,-10.260,-434.613
-528.803,-11.028,-437.241,0.329,-0.050,-0.943,-519.689,-11.559,-434.561,-537.917,-10.498,-439.922
-527.154,-11.279,-441.962,0.329,-0.051,-0.943,-518.280,-11.800,-439.352,-536.028,-10.758,-444.573
-525.507,-11.533,-446.676,0.422,-0.057,-0.905,-516.538,-12.049,-443.543,-534.475,-11.018,-449.810
-523.387,-11.818,-451.225,0.422,-0.057,-0.905,-514.419,-12.339,-448.092,-532.356,-11.298,-454.359
-521.279,-12.104,-455.750,0.510,-0.063,-0.858,-512.668,-12.577,-451.739,-529.891,-11.632,-459.762
-518.718,-12.420,-460.064,0.510,-0.063,-0.858,-510.107,-12.897,-456.052,-527.329,-11.942,-464.076
-516.170,-12.735,-464.355,0.552,-0.066,-0.831,-508.002,-13.159,-459.504,-524.339,-12.312,-469.205
-513.408,-13.066,-468.517,0.669,-0.072,-0.740,-505.024,-13.506,-463.539,-521.791,-12.626,-473.495
-510.024,-13.430,-472.259,0.669,-0.072,-0.740,-501.900,-13.843,-466.868,-518.147,-13.017,-477.651
-506.679,-13.792,-475.958,0.705,-0.075,-0.705,-499.632,-14.101,-469.586,-513.725,-13.483,-482.330
-503.148,-14.165,-479.489,0.802,-0.079,-0.592,-495.917,-14.488,-472.949,-510.380,-13.843,-486.029
-499.093,-14.563,-482.484,0.831,-0.080,-0.551,-492.198,-14.855,-475.591,-505.987,-14.271,-489.378
-494.935,-14.961,-485.244,0.903,-0.082,-0.421,-489.142,-15.147,-477.401,-500.727,-14.775,-493.087
-490.367,-15.377,-487.376,0.903,-0.082,-0.421,-484.975,-15.530,-479.252,-495.759,-15.224,-495.499
-485.851,-15.789,-489.482,0.968,-0.084,-0.235,-481.623,-15.832,-480.420,-490.080,-15.746,-498.544
-480.913,-16.215,-490.683,0.996,-0.081,-0.040,-476.685,-16.265,-481.621,-485.141,-16.165,-499.745
-475.835,-16.626,-490.888,0.995,-0.079,0.059,-473.473,-16.520,-481.171,-478.197,-16.732,-500.605
-470.835,-17.024,-490.589,0.975,-0.076,0.207,-470.452,-16.771,-481.097,-471.218,-17.278,-500.081
-465.904,-17.407,-489.543,0.916,-0.067,0.395,-466.486,-17.078,-479.810,-465.323,-17.736,-499.276
-461.235,-17.748,-487.530,0.848,-0.060,0.527,-463.207,-17.320,-478.237,-459.263,-18.175,-496.823
-456.950,-18.049,-484.866,0.820,-0.058,0.569,-460.612,-17.506,-476.372,-453.288,-18.593,-493.360
-452.844,-18.337,-482.018,0.727,-0.050,0.685,-457.728,-17.708,-474.163,-447.960,-18.967,-489.873
-449.169,-18.590,-478.557,0.727,-0.051,0.685,-454.441,-17.938,-470.956,-443.898,-19.242,-486.158
-445.534,-18.842,-475.133,0.617,-0.042,0.785,-451.705,-18.137,-468.581,-439.363,-19.547,-481.684
-442.413,-19.057,-471.162,0.617,-0.043,0.785,-448.756,-18.336,-464.429,-436.071,-19.778,-477.896
-439.326,-19.271,-467.235,0.536,-0.039,0.843,-446.402,-18.508,-461.673,-432.250,-20.034,-472.797
-436.632,-19.468,-462.999,0.536,-0.040,0.843,-443.708,-18.708,-457.437,-429.556,-20.229,-468.560
-433.951,-19.666,-458.783,0.450,-0.036,0.892,-441.545,-18.870,-453.953,-426.356,-20.462,-463.612
-431.692,-19.849,-454.298,0.405,-0.032,0.914,-439.286,-19.056,-449.469,-424.097,-20.642,-459.128
-429.667,-20.009,-449.723,0.358,-0.033,0.933,-437.481,-19.205,-445.786,-421.852,-20.813,-453.660
-427.873,-20.175,-445.052,0.358,-0.034,0.933,-435.874,-19.358,-441.511,-419.871,-20.993,-448.593
-426.081,-20.343,-440.387,0.216,-0.025,0.976,-434.483,-19.489,-437.160,-417.679,-21.197,-443.614
-424.989,-20.470,-435.453,0.264,-0.030,0.964,-433.158,-19.643,-432.316,-416.821,-21.296,-438.590
-423.666,-20.622,-430.626,0.216,-0.031,0.976,-432.209,-19.754,-428.736,-415.122,-21.490,-432.516
-422.585,-20.777,-425.740,0.167,-0.026,0.986,-431.023,-19.926,-423.426,-414.147,-21.627,-428.055
-421.750,-20.909,-420.806,0.117,-0.026,0.993,-430.293,-20.048,-418.917,-413.206,-21.769,-422.696
-421.162,-21.040,-415.836,0.068,-0.022,0.997,-429.789,-20.168,-414.376,-412.535,-21.911,-417.297
-420.823,-21.148,-410.843,0.018,-0.020,1.000,-429.513,-20.266,-409.816,-412.134,-22.029,-411.871
-420.734,-21.250,-405.839,0.068,-0.026,0.997,-429.464,-20.360,-405.246,-412.004,-22.141,-406.431
-420.395,-21.381,-400.845,0.018,-0.024,1.000,-429.144,-20.482,-400.689,-411.647,-22.280,-401.001
-420.306,-21.503,-395.841,-0.032,-0.019,0.999,-429.036,-20.619,-395.249,-411.576,-22.386,-396.434
-420.467,-21.600,-390.839,0.018,-0.027,0.999,-429.216,-20.707,-390.683,-411.718,-22.493,-390.994
-420.378,-21.735,-385.834,-0.032,-0.022,0.999,-429.124,-20.834,-386.115,-411.633,-22.635,-385.553
-420.539,-21.846,-380.832,-0.082,-0.018,0.996,-429.288,-20.959,-380.677,-411.791,-22.732,-380.988
-420.950,-21.938,-375.844,-0.032,-0.024,0.999,-429.696,-21.043,-376.126,-412.205,-22.832,-375.562
-421.111,-22.057,-370.841,-0.082,-0.019,0.996,-429.832,-21.156,-371.559,-412.391,-22.958,-370.123
-421.522,-22.153,-365.853,-0.082,-0.019,0.996,-430.268,-21.265,-366.135,-412.777,-23.042,-365.571
-421.933,-22.249,-360.870,-0.032,-0.024,0.999,-430.404,-21.380,-361.568,-413.461,-23.118,-360.172
-422.094,-22.369,-355.867,-0.082,-0.019,0.996,-430.814,-21.477,-356.586,-413.373,-23.260,-355.149
-422.505,-22.462,-350.879,-0.082,-0.018,0.996,-431.250,-21.583,-351.161,-413.759,-23.341,-350.598
-422.915,-22.550,-345.897,-0.082,-0.017,0.996,-431.386,-21.690,-346.595,-414.444,-23.409,-345.199
-423.325,-22.635,-340.914,-0.032,-0.020,0.999,-431.796,-21.779,-341.612,-414.854,-23.491,-340.217
-423.486,-22.736,-335.911,-0.082,-0.015,0.997,-432.207,-21.858,-336.630,-414.766,-23.614,-335.193
-423.897,-22.809,-330.923,-0.032,-0.017,0.999,-432.642,-21.942,-331.205,-415.152,-23.676,-330.641
-424.058,-22.895,-325.920,-0.082,-0.012,0.997,-432.779,-22.024,-326.638,-415.338,-23.766,-325.202
-424.469,-22.953,-320.931,-0.032,-0.014,0.999,-433.214,-22.091,-321.213,-415.723,-23.814,-320.649
-424.630,-23.022,-315.928,-0.032,-0.013,0.999,-433.350,-22.158,-316.645,-415.909,-23.885,-315.210
-424.791,-23.087,-310.931,0.018,-0.015,1.000,-433.286,-22.257,-311.204,-416.295,-23.918,-310.657
-424.701,-23.163,-305.925,-0.032,-0.009,0.999,-433.447,-22.310,-306.207,-415.956,-24.015,-305.644
-424.862,-23.210,-300.922,-0.032,-0.007,0.999,-433.611,-22.366,-300.766,-416.114,-24.055,-301.078
-425.023,-23.244,-295.925,0.018,-0.011,1.000,-434.018,-22.374,-296.214,-416.028,-24.115,-295.636
-424.934,-23.299,-290.920,-0.032,-0.004,0.999,-433.679,-22.457,-291.201,-416.188,-24.141,-290.638
-425.095,-23.317,-285.916,0.018,-0.008,1.000,-433.843,-22.480,-285.760,-416.346,-24.155,-286.072
